ID;Diện tích;Khoảng giá;Số phòng ngủ;Số phòng tắm, vệ sinh;Pháp lý;Nội thất;Ngày hết hạn;Mặt tiền;Gần bệnh viện;Gần chợ;Gần trường học;Cao tầng;Quy hoạch;Phường;Quận;Giá m2
383;13,7;2,7;2;2;Sổ riêng;Full nội thất;17/03/2026;1;0;0;0;1;0;Phường 8;Quận 4;0,19708
384;65,0;2,95;2;1;Sổ riêng;Nội thất cơ bản;14/03/2026;0;0;1;1;0;0;Phường 17;Gò Vấp;0,045385
385;86,0;31,0;6;7;Sổ riêng;Không rõ;17/03/2026;1;0;0;0;1;0;Phường 12;Quận 1;0,360465
386;81,0;22,5;4;3;Sổ riêng;Nội thất cơ bản;17/03/2026;1;1;1;0;1;0;Phường 15;Quận 1;0,277778
387;300,0;85,0;5;5;Không rõ;Không rõ;18/03/2026;1;0;0;0;1;0;Phường Thạnh Mỹ Lợi;Thủ Đức;0,283333
388;180,0;32,49;5;4;Sổ riêng;Full nội thất;07-03-26;1;0;0;0;1;0;Phường 25;Bình Thạnh;0,1805
389;98,9;40,0;4;3;Không rõ;Không rõ;17/03/2026;1;0;0;0;1;0;Phường Thảo Điền;Thủ Đức;0,404449
390;81,0;14,0;5;4;Sổ riêng;Không rõ;11-03-26;0;1;1;1;1;0;Phường 17;Phú Nhuận;0,17284
391;82,6;5,3;3;2;Sổ riêng;Không rõ;17/03/2026;0;0;1;1;0;0;Thị trấn Nhà Bè;Nhà Bè;0,064165
392;75,0;5,5;3;4;Đang chờ sổ;Full nội thất;18/03/2026;0;0;0;0;0;0;Phường Phú Hữu;Thủ Đức;0,073333
393;70,0;3,85;3;2;Sổ riêng;Không rõ;18/03/2026;1;0;1;0;0;0;Phường Bình Chiểu;Thủ Đức;0,055
394;50,4;4,2;2;1;Sổ riêng;Không rõ;13/03/2026;0;0;1;1;0;0;Phường Phú Hữu;Thủ Đức;0,083333
395;61,5;3,4;2;1;Sổ riêng;Full nội thất;13/03/2026;0;0;0;0;0;0;Phường 12;Bình Thạnh;0,055285
396;65,23;7,2;2;1;Hợp đồng mua bán;Full nội thất;12-03-26;0;0;0;0;0;0;Phường 12;Quận 4;0,110379
397;46,0;7,6;4;4;Sổ riêng;Full nội thất;17/03/2026;0;0;1;0;1;0;Phường 12;Gò Vấp;0,165217
398;64,0;7,54;3;2;Sổ riêng;Full nội thất;15/03/2026;0;0;0;0;0;0;Phường 14;Gò Vấp;0,117812
399;144,0;15,5;4;4;Sổ riêng;Full nội thất;14/03/2026;0;0;0;0;1;0;Phường Phú Hữu;Thủ Đức;0,107639
400;130,0;20,0;3;4;Sổ riêng;Không nội thất;14/03/2026;0;0;0;0;1;0;Phường Phú Hữu;Thủ Đức;0,153846
401;148,0;23,0;4;4;Sổ riêng;Full nội thất;12-03-26;0;0;0;0;1;0;Phường Phú Hữu;Thủ Đức;0,155405
402;175,0;25,4;4;4;Sổ riêng;Full nội thất;11-03-26;0;0;0;0;1;0;Phường Phú Hữu;Thủ Đức;0,145143
403;360,0;39,9;5;5;Sổ riêng;Không nội thất;16/03/2026;0;0;0;0;0;0;Phường Phú Hữu;Thủ Đức;0,110833
404;69,0;3,5;2;2;Hợp đồng mua bán;Không nội thất;18/03/2026;0;0;0;0;1;0;Phường Long Bình;Thủ Đức;0,050725
405;149,0;23,9;5;5;Sổ riêng;Nội thất cơ bản;16/03/2026;1;0;0;0;1;0;Phường Phú Hữu;Thủ Đức;0,160403
406;106,0;7,5;4;2;Sổ riêng;Không rõ;12-03-26;0;0;0;0;0;0;Phường Phước Long B;Thủ Đức;0,070755
407;56,3;5,4;2;1;Sổ riêng;Không rõ;18/03/2026;0;0;0;0;0;0;Phường Linh Đông;Thủ Đức;0,095915
408;200,0;48,0;4;4;Sổ riêng;Không rõ;18/03/2026;0;0;0;0;1;0;Phường Linh Tây;Thủ Đức;0,24
409;61,0;10,99;3;4;Sổ riêng;Không rõ;15/03/2026;0;0;0;0;1;0;Phường 5;Phú Nhuận;0,180164
410;65,0;3,6;2;2;Sổ chung;Không rõ;12-03-26;0;0;0;0;0;0;Phường Phước Long B;Thủ Đức;0,055385
411;46,2;7,6;4;4;Sổ riêng;Full nội thất;17/03/2026;0;0;0;0;1;0;Phường 8;Gò Vấp;0,164502
412;99,6;26,0;4;3;Sổ riêng;Không rõ;08-03-26;0;1;0;1;1;0;Phường 12;Quận 1;0,261044
413;60,1;4,07;1;1;Hợp đồng mua bán;Nội thất cơ bản;18/03/2026;0;0;0;0;1;0;Phường Long Bình;Thủ Đức;0,06772
414;325,0;50,0;5;5;Sổ riêng;Không rõ;18/03/2026;1;0;0;0;1;0;Phường Tân Sơn Nhì;Tân Phú;0,153846
415;100,0;8,0;3;2;Sổ riêng;Không rõ;18/03/2026;1;0;0;0;0;0;Phường Tăng Nhơn Phú A;Thủ Đức;0,08
416;152,0;24,0;3;2;Sổ riêng;Full nội thất;18/03/2026;0;0;0;0;0;0;Phường An Phú;Thủ Đức;0,157895
417;20,7;4,79;2;3;Sổ riêng;Full nội thất;17/03/2026;0;0;1;1;1;0;Phường 12;Gò Vấp;0,231401
418;164,0;55,0;4;4;Không rõ;Không rõ;18/03/2026;1;0;0;0;1;0;Phường 1;Quận 5;0,335366
419;40,0;7,15;4;4;Sổ riêng;Không rõ;08-03-26;0;0;0;0;1;0;Phường 11;Phú Nhuận;0,17875
420;200,0;100,0;4;4;Sổ riêng;Không rõ;18/03/2026;1;0;0;0;1;0;Phường Nguyễn Cư Trinh;Quận 1;0,5
